text,label
"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Your payment has been declined. Update your billing information to continue using our service.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Dear Jane, thank you for your purchase. Your order will be shipped soon.",0
"Hi Morgan, please find the attached report for this month's performance review.",0
Important: Update your email account settings to avoid service interruption.,1
"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,1
"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your payment has been declined. Update your billing information to continue using our service.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",0
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Congratulations! You've won a $2000 gift card. Click here to claim your prize.,1
"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",1
Your payment has been declined. Update your billing information to continue using our service.,1
Important: Update your email account settings to avoid service interruption.,1
You have a new secure message from your bank. Click here to read it.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
You have a new secure message from your bank. Click here to read it.,1
"Hi Drew, please find the attached report for this month's performance review.",0
"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",1
"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",0
You have a new secure message from your bank. Click here to read it.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear Alex, thank you for your purchase. Your order will be shipped soon.",0
Your payment has been declined. Update your billing information to continue using our service.,1
Your payment has been declined. Update your billing information to continue using our service.,1
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",1
Your payment has been declined. Update your billing information to continue using our service.,1
"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Important: Update your email account settings to avoid service interruption.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",0
You have a new secure message from your bank. Click here to read it.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",1
"Hi Morgan, please find the attached report for this month's performance review.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear John, thank you for your purchase. Your order will be shipped soon.",0
"Hi John, please find the attached report for this month's performance review.",0
"Hello Chris, here is your weekly update on the project's progress. Please review and provide feedback.",0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
You have a new secure message from your bank. Click here to read it.,1
Your payment has been declined. Update your billing information to continue using our service.,1
Your payment has been declined. Update your billing information to continue using our service.,1
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,1
"Hi Taylor, please find the attached report for this month's performance review.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",1
"Hi Jane, please find the attached report for this month's performance review.",0
"Dear Alex, your subscription has been successfully renewed. Thank you for your continued support.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your payment has been declined. Update your billing information to continue using our service.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,0
Your payment has been declined. Update your billing information to continue using our service.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hello Drew, here is your weekly update on the project's progress. Please review and provide feedback.",0
Important: Update your email account settings to avoid service interruption.,1
"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",0
"Hello Alex, here is your weekly update on the project's progress. Please review and provide feedback.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
"Hi Sam, please find the attached report for this month's performance review.",0
Important: Update your email account settings to avoid service interruption.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hi Alex, please find the attached report for this month's performance review.",0
Important: Update your email account settings to avoid service interruption.,1
"Hello Chris, here is your weekly update on the project's progress. Please review and provide feedback.",0
"Dear Jane, your account has been compromised. Click the link to reset your password immediately.",1
You have a new secure message from your bank. Click here to read it.,1
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Hi Casey, please find the attached report for this month's performance review.",0
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
You have a new secure message from your bank. Click here to read it.,1
"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",0
"Dear Chris, thank you for your purchase. Your order will be shipped soon.",0
You have a new secure message from your bank. Click here to read it.,1
"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",1
"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
"Hi Taylor, please find the attached report for this month's performance review.",0
"Dear Jane, thank you for your purchase. Your order will be shipped soon.",0
"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,1
"Hi Drew, please find the attached report for this month's performance review.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",1
Your payment has been declined. Update your billing information to continue using our service.,1
Your payment has been declined. Update your billing information to continue using our service.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Hi Chris, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Important: Update your email account settings to avoid service interruption.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",0
"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",0
"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Dear Sam, your account has been compromised. Click the link to reset your password immediately.",1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Important: Update your email account settings to avoid service interruption.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
You have a new secure message from your bank. Click here to read it.,1
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",0
Important: Update your email account settings to avoid service interruption.,1
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
"Dear Alex, thank you for your purchase. Your order will be shipped soon.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Hi Sam, please find the attached report for this month's performance review.",0
"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",0
"Hi Alex, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Important: Update your email account settings to avoid service interruption.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",1
"Hi Chris, please find the attached report for this month's performance review.",0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",1
"Hi Taylor, please find the attached report for this month's performance review.",0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Your payment has been declined. Update your billing information to continue using our service.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Reminder: Our meeting is scheduled for tomorrow at 10 AM. Please be prepared with your updates.,0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,0
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",0
Your payment has been declined. Update your billing information to continue using our service.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Important: Update your email account settings to avoid service interruption.,1
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
Important: Update your email account settings to avoid service interruption.,1
"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",1
"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",0
"Dear Jordan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",0
Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,0
"Dear Chris, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Hi Sam, please find the attached report for this month's performance review.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
You have a new secure message from your bank. Click here to read it.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Dear Drew, your account has been compromised. Click the link to reset your password immediately.",1
"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Hello Morgan, here is your weekly update on the project's progress. Please review and provide feedback.",0
"Hi Chris, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",0
"Dear John, thank you for your purchase. Your order will be shipped soon.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,0
Your payment has been declined. Update your billing information to continue using our service.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,1
"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",0
"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",1
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Important: Update your email account settings to avoid service interruption.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear Chris, thank you for your purchase. Your order will be shipped soon.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
"Dear Casey, thank you for your purchase. Your order will be shipped soon.",0
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hi Morgan, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Hi Jordan, please find the attached report for this month's performance review.",0
"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Dear Alex, thank you for your purchase. Your order will be shipped soon.",0
"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
"Hi Morgan, please find the attached report for this month's performance review.",0
"Dear Jordan, your subscription has been successfully renewed. Thank you for your continued support.",0
"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",0
"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Your payment has been declined. Update your billing information to continue using our service.,1
"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",0
Your payment has been declined. Update your billing information to continue using our service.,1
"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Important: Update your email account settings to avoid service interruption.,1
Your payment has been declined. Update your billing information to continue using our service.,1
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",1
Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,0
Your payment has been declined. Update your billing information to continue using our service.,1
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
"Hi Jane, please find the attached report for this month's performance review.",0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Dear Casey, thank you for your purchase. Your order will be shipped soon.",0
You have a new secure message from your bank. Click here to read it.,1
Your payment has been declined. Update your billing information to continue using our service.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Important: Update your email account settings to avoid service interruption.,1
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",0
Congratulations! You've won a $1000 gift card. Click here to claim your prize.,1
"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",1
You have a new secure message from your bank. Click here to read it.,1
You have a new secure message from your bank. Click here to read it.,1
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
"Dear Morgan, thank you for your purchase. Your order will be shipped soon.",0
"Hi Morgan, please find the attached report for this month's performance review.",0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Dear Taylor, your subscription has been successfully renewed. Thank you for your continued support.",0
Reminder: Our meeting is scheduled for tomorrow at 3 PM. Please be prepared with your updates.,0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hi Drew, please find the attached report for this month's performance review.",0
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",0
"Hi Alex, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Hi Sam, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Hi Jordan, please find the attached report for this month's performance review.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your payment has been declined. Update your billing information to continue using our service.,1
"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",1
"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",0
"Hi Jane, please find the attached report for this month's performance review.",0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hi Drew, please find the attached report for this month's performance review.",0
"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",0
You have a new secure message from your bank. Click here to read it.,1
"Dear Drew, thank you for your purchase. Your order will be shipped soon.",0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
"Dear Alex, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Hi Taylor, please find the attached report for this month's performance review.",0
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,1
"Dear Casey, your subscription has been successfully renewed. Thank you for your continued support.",0
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",0
You have a new secure message from your bank. Click here to read it.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,1
"Hi Chris, please find the attached report for this month's performance review.",0
"Dear Alex, thank you for your purchase. Your order will be shipped soon.",0
"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Hi John, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Dear Sam, your subscription has been successfully renewed. Thank you for your continued support.",0
"Hi Morgan, it was great meeting you at the conference. Let's catch up for coffee next week.",0
"Dear Morgan, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Hello Jordan, here is your weekly update on the project's progress. Please review and provide feedback.",0
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Hi Jordan, please find the attached report for this month's performance review.",0
Your payment has been declined. Update your billing information to continue using our service.,1
"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
"Dear Drew, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
Important: Update your email account settings to avoid service interruption.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Important: Update your email account settings to avoid service interruption.,1
"Dear Alex, thank you for your purchase. Your order will be shipped soon.",0
"Hello Casey, here is your weekly update on the project's progress. Please review and provide feedback.",0
"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,1
"Hi Alex, please find the attached report for this month's performance review.",0
"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Your payment has been declined. Update your billing information to continue using our service.,1
"Dear Jane, your subscription has been successfully renewed. Thank you for your continued support.",0
Reminder: Our meeting is scheduled for tomorrow at 4 PM. Please be prepared with your updates.,0
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
"Hi Casey, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Your payment has been declined. Update your billing information to continue using our service.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Congratulations! You've won a $1000 gift card. Click here to claim your prize.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,0
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Your payment has been declined. Update your billing information to continue using our service.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Your payment has been declined. Update your billing information to continue using our service.,1
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
"Dear Sam, your subscription has been successfully renewed. Thank you for your continued support.",0
"Dear Casey, thank you for your purchase. Your order will be shipped soon.",0
"Hi Drew, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
Your invoice is attached. Please review and pay promptly to avoid penalties.,1
"Hi Jane, it was great meeting you at the conference. Let's catch up for coffee next week.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
Important: Update your email account settings to avoid service interruption.,1
"Hi Sam, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
Important: Update your email account settings to avoid service interruption.,1
"Hi Taylor, it was great meeting you at the conference. Let's catch up for coffee next week.",0
Congratulations! You've won a $3000 gift card. Click here to claim your prize.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
You have a new secure message from your bank. Click here to read it.,1
"Dear Sam, thank you for your purchase. Your order will be shipped soon.",0
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear Jordan, thank you for your purchase. Your order will be shipped soon.",0
Welcome to our newsletter! Stay tuned for the latest updates and offers.,0
Alert: Unusual login attempt detected. Verify your account by clicking here.,1
"Hi Alex, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",0
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Please find attached the minutes from our last meeting. Let me know if you have any questions.,0
"Dear Morgan, your account has been compromised. Click the link to reset your password immediately.",1
"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",1
You have a new secure message from your bank. Click here to read it.,1
"Dear Alex, your account has been compromised. Click the link to reset your password immediately.",1
"Dear Sam, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",0
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Your subscription is about to expire. Renew now to continue enjoying our services.,1
We noticed some unusual activity in your account. Log in to review recent transactions.,1
"Dear Taylor, your account has been compromised. Click the link to reset your password immediately.",1
"Dear Drew, your subscription has been successfully renewed. Thank you for your continued support.",0
Congratulations! You've won a $500 gift card. Click here to claim your prize.,1
"Hi Casey, please find the attached report for this month's performance review.",0
Important: Update your email account settings to avoid service interruption.,1
Your package delivery is pending. Please provide your personal information to confirm delivery.,1
Congratulations! You've won a $1500 gift card. Click here to claim your prize.,1
"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",0
